id,content,time,retweets,favorites
589887359547768832,"In diesem Sinne! Gute Nacht! Important week ahead! #FCBFCP #Support #PackMas #goodnight  pic.twitter.com/I7l7qQKx2n",13:24 - 19. Apr. 2015,754,2.265
589760294454480896,"https://twitter.com/jb17official/status/589760026258100224 …",04:59 - 19. Apr. 2015,348,1.415
589687063643090944,"Victory yesterday #TSGFCB @FCBayern afterwards #NBAPlayoffs  pic.twitter.com/BgdofqpQRN",00:08 - 19. Apr. 2015,374,1.574
589399401031999489,"Matchday #Bundesliga #TSGFCB  pic.twitter.com/L83KsLkKLZ",05:05 - 18. Apr. 2015,428,1.429
588354407072456705,"#Matchday #ChampionsLeague #FCPFCB #packmas  pic.twitter.com/ARaC2HgzOD",07:53 - 15. Apr. 2015,736,1.842
588058691330560000,"Stadium empty! Preparing for tomorrow #FCPFCB looking forward!! #MiaSanMia #partofgoetze #enjoythegame pic.twitter.com/ZmTvLJ73LD",12:18 - 14. Apr. 2015,698,2.033
587939942866804736,"Gift from William!! Big fan! #GrowStronger #FCPFCB  pic.twitter.com/eulatniX01",04:26 - 14. Apr. 2015,383,1.544
587704369073754112,"#GameofThrones #SkyGoT Freue mich auf die neue Staffel! Ihr auch?!? https://twitter.com/skyserien/status/587665010693779456 …",12:50 - 13. Apr. 2015,285,1.179
587618981990834176,"Let's go to Porto!! @ChampionsLeague @FCBayern #MiaSanMia #FCPFCB  pic.twitter.com/mZGBGeaTsW",07:10 - 13. Apr. 2015,1.126,3.277
587602203109646336,"Sehr coole Mütze Mul @esmuellert_  https://twitter.com/esmuellert_/status/587540990958968832 …",06:04 - 13. Apr. 2015,428,1.635
586992795883278336,"Oh @Thiago6 it's your birthday today  All the best! Feliz Cumpleaños!!!",13:42 - 11. Apr. 2015,708,2.182
586951530109992960,"3:0 victory today #FCBSGE and met young William! Great @FCBayern fan!!! All the best!!  pic.twitter.com/A8THLHAA7t",10:58 - 11. Apr. 2015,747,2.451
586798662052872192,"Saturday #Bundesliga #Matchday #FCBSGE  pic.twitter.com/KWXdRItlE9",00:51 - 11. Apr. 2015,446,1.540
586577877111599104,"Great sunny training today ahead of #FCBSGE #Munich @FCBayern #PartOfGoetze  pic.twitter.com/nWA5jEXole",10:13 - 10. Apr. 2015,663,2.147
586539182266417153,"Enjoying the sun today in #Munich #Fruehling  pic.twitter.com/5WX5a5SIkV",07:40 - 10. Apr. 2015,809,2.803
585929435897016325,"Big fight till the end! #B04FCB Yeeees! We made it! Next round after penalties. @FCBayern Gute Nacht! goodnite!",15:17 - 8. Apr. 2015,716,2.170
585776118910820352,"#matchday #DFBPokal #B04FCB!!!  pic.twitter.com/2bAjCTuXrW",05:08 - 8. Apr. 2015,619,1.955
585463313183694848,"Glad to see you back on the pitch  @Thiago6 pic.twitter.com/Xk3pBzyj0c",08:25 - 7. Apr. 2015,936,2.617
585460263635255296,"Bon Anniversaire Franck! Alles Gute und komm bald zurück!  pic.twitter.com/lwoV0Zm815",08:12 - 7. Apr. 2015,785,2.294
584782084864090115,"Happy Easter!!! Frohe Ostern!!!  pic.twitter.com/BkVLGWvVO3",11:18 - 5. Apr. 2015,1.444,4.425
584292060770996224,"pic.twitter.com/q3bLnxoSFI",02:50 - 4. Apr. 2015,1.815,3.192
584004840076009472,"Take-Off to Dortmund #BVBFCB tomorrow! @FCBayern @BSchweinsteiger  pic.twitter.com/ezUfPfeQL2",07:49 - 3. Apr. 2015,1.157,2.856
583544450028306433,"Wo ist denn nur der Frühling? #ThrowbackThursday Can't get a sight of spring! #PartOfGoetze #springtime  pic.twitter.com/eG5kfFhzvu",01:20 - 2. Apr. 2015,705,2.260
583248732143124480,"#training  Focus on #BVBFCB #getwellsoon @David_Alaba - Keep Fighting - Stay strong!! @FCBayern #MiaSanMia pic.twitter.com/GxrZCA5pfi",05:45 - 1. Apr. 2015,679,1.994
582983497394077696,"Lost my game today  but it was fun  @Konami @officialpes #PES2015 pic.twitter.com/xeBtQCafbr",12:11 - 31. Mar. 2015,774,2.495
582628569744072704,"#MusicMonday @chrisbrown Have a great evening  pic.twitter.com/X9QGyehmEs",12:40 - 30. Mar. 2015,483,1.642
582482815205380096,"Back in Munich after a successful @DFB_Team time @BSchweinsteiger @esmuellert_ @Manuel_Neuer, now focus on @FCBayern pic.twitter.com/uNj3b0UoZl",03:01 - 30. Mar. 2015,1.287,3.368
582261952514301952,"Important victory #GEOGER  #EuroQualifiers @DFB_Team Have a nice Sunday evening. #PartOfGoetze",12:24 - 29. Mar. 2015,634,1.946
582129997944647680,"#matchday #EMQuali #GEOGER - concentration! @DFB_Team pic.twitter.com/xgcHLhtfMc",03:39 - 29. Mar. 2015,695,2.024
581848447927607296,"Final training before #GEOGER @ToniKroos @DFB_Team  #PartOfGoetze pic.twitter.com/wUV30Oy04g",09:00 - 28. Mar. 2015,1.068,2.949
581535054414901248,"Almost forgotten your Birthday Manu!! Sorry  All the best for the best goalkeeper!  @Manuel_Neuer pic.twitter.com/fjnSUSvvVb",12:15 - 27. Mar. 2015,1.808,4.078
580767959922139137,"3 hours till kick-off #GERAUS @DFB_Team pic.twitter.com/CwqlMDn7Bo",09:27 - 25. Mar. 2015,697,1.993
580642154034368512,"Good Morning!  #Matchday @DFB_Team vs. @Socceroos - #WorldChampion vs. #AsianCupChampion - What is your tip? pic.twitter.com/agOYAUzNNv",01:07 - 25. Mar. 2015,681,1.598
580465543204986880,"Looks strange  but this exercise makes sense...! @DFB_Team @Badstuber @Guendogan8 Great you are back in the team  pic.twitter.com/YTRLeIFL3o",13:25 - 24. Mar. 2015,807,2.277
580370979907571713,"Schockiert! Tragisch! #4U9525 Mein tiefstes Beileid! Meine Gedanken sind bei allen Betroffenen! #RIP",07:09 - 24. Mar. 2015,1.150,2.967
580347029831966720,".@KCANominees: Keep voting for your favorite #KCA nominees right here - http://kca.nick.de/abstimmen  Last day!  pic.twitter.com/LwIVjnqg5g",05:34 - 24. Mar. 2015,457,1.404
580121134278012928,"Come Tango with me  I am excited to launch my new channel on Tango! Join me now on the app: http://bit.ly/1C3qYto  pic.twitter.com/iKQZsIk5tu",14:37 - 23. Mar. 2015,529,1.585
580103166844387328,"With my friends @DFB_Team @Andre_Schuerrle & @woodyinho  pic.twitter.com/387gSbzH8P",13:25 - 23. Mar. 2015,3.487,7.594
579973508513558528,"Keep fighting Serhat :) I believe in you! #faith #givecancernochance  pic.twitter.com/geDvrnp9CO",04:50 - 23. Mar. 2015,666,2.105
579935446861524992,"Air Max day is around the corner on March 26th. I am ready with my #AirMaxZero #AirMaxDay What are you wearing? pic.twitter.com/Gq0R6Ms2zc",02:19 - 23. Mar. 2015,677,1.717
579921536850784256,"2:0 defeat yesterday! #FCBBMG Chin up, keep on going! Now on my way to @DFB_Team pic.twitter.com/JdKBIwt9ts",01:24 - 23. Mar. 2015,367,1.058
579606122656608256,"And it's #Matchday again. Important game today! #FCBBMG #MiaSanMia  #PartOfGoetze @FCBayern pic.twitter.com/DKTHtMWiaX",04:30 - 22. Mar. 2015,521,1.470
578477978579025920,"Have a great thursday! #tbd #ThrowbackThursday - skiing as a kid  I love it! #PartOfGoetze pic.twitter.com/nSyokkcvV5",01:47 - 19. Mar. 2015,537,1.693
577827855922556928,"On the way to @cebit with @pizarrinha for @FCBayern  #PartOfGoetze pic.twitter.com/IloaHPMzRJ",06:44 - 17. Mar. 2015,595,1.905
577027140836831232,"Yesterday victory #SVWFCB - today workout! Have a great sunday!  #halfface #halfofgoetze #PartOfGoetze  pic.twitter.com/w0i06jg5MN",01:42 - 15. Mar. 2015,661,2.309
576681084785680384,"#Matchday #SVWFCB We want this victory away against a strong team! @FCBayern #MiaSanMia #packmas #partofgoetze pic.twitter.com/cBE7weluru",02:47 - 14. Mar. 2015,500,1.504
576319828006428672,"Happy Birthday „old“ man  @Badstuber #fighter @FCBayern pic.twitter.com/I8JG8DWdC0",02:52 - 13. Mar. 2015,846,2.012
576109022006358016,"#ThrowbackThursday #tbt #birthdayparty years ago!  great fashion! what do you think? #PartOfGoetze pic.twitter.com/bBOVPjvgk6",12:54 - 12. Mar. 2015,588,1.918
575790863739125760,"Oh yeeeees...! Next round!@ChampionsLeague Thank you fans  @JB17Official @PReina25 @JuanBernat @R13_official pic.twitter.com/ZrooRGU2tP",15:50 - 11. Mar. 2015,1.789,3.857
575606975758753792,"Only a victory counts today!! @FCBayern Come On team & fans - let's do it together  @ChampionsLeague #FCBFCSD pic.twitter.com/bJWYcGogpT",03:39 - 11. Mar. 2015,706,1.649
575226559470125056,"Determined and focused for tomorrow! Every game is a final. #Matchday #Magista pic.twitter.com/KdfQndMSJ8",02:27 - 10. Mar. 2015,690,1.868
574864555182059520,"#musicmonday - Have a great day and a great week.  #PartOfGoetze pic.twitter.com/ts6gllVcGg",02:29 - 9. Mar. 2015,249,992
574488093732040705,"Great weather - relaxing in the mountains. #halfofgoetze  what are you doing on this sunday?? #PartOfGoetze pic.twitter.com/nqGRg5yVz9",00:33 - 8. Mar. 2015,590,2.259
574280643040964608,"3 points! That's all! #H96FCB - Keep on going! Focus from now on for the @ChampionsLeague match on wednesday. pic.twitter.com/xOuaDJ4IqU",10:49 - 7. Mar. 2015,423,1.484
574163548701605888,"Hello Fans! Matchday @bundesliga_de #H96FCB #MiaSanMia #PartOfGoetze Where do you watch the match and support us?? pic.twitter.com/8vumeFmYAn",03:03 - 7. Mar. 2015,461,1.412
573938515219775488,"Have a great evening!!! Tomorrow #H96FCB  #halfofgoetze  pic.twitter.com/xx2uHleZRu",12:09 - 6. Mar. 2015,537,2.012
573909796279226368,"Ahaha...#halfface @BSchweinsteiger  pic.twitter.com/QBNHGUJknv",10:15 - 6. Mar. 2015,898,2.449
573860275121700867,"Es geht los! Morgen #H96FCB #MiaSanMia @dante_bonfim @R13_official @Badstuber @JB17Official @BSchweinsteiger pic.twitter.com/fCWQDFzlv6",06:58 - 6. Mar. 2015,487,1.693
573778761264529408,"#LoveHasNoLabels http://youtu.be/PnDgZuGIhHs  - just great! @AdCouncil",01:34 - 6. Mar. 2015,320,889
573501709852483584,"Good luck to #Powerbeats2Wireless fam, Zou Shiming, on his IBFWorld Title fight! Check his @beatsbydre spot: http://beats.is/ZouShiming  #GoZou!",07:13 - 5. Mar. 2015,176,606
573466710314991617,"Relaxed training today after yesterday's victory. On Saturday next game is on #H96FCB #PartOfGoetze pic.twitter.com/0yQ3Vlqzjp",04:54 - 5. Mar. 2015,502,1.567
573427428468588544,"Haha...  @sportschau: Einmal das Tor zum Weltmeister-Titel kommentieren, das wäre doch was. #SportschauClub pic.twitter.com/gJZPXogyu7",02:18 - 5. Mar. 2015,757,1.770
573266952753418240,"Was not easy today #FCBEBS but we made it to the quarter final!! @FCBayern Great goal @David_Alaba  #PartOfGoetze pic.twitter.com/1C8QR5zgGM",15:41 - 4. Mar. 2015,554,1.533
573101276537495552,"DFB Pokal #Matchday #FCBEBS - my 3rd match vs. Braunschweig in my career and hopefully our 3rd win! #stayfocused pic.twitter.com/BRRUYMS8TH",04:42 - 4. Mar. 2015,502,1.361
572847970846175232,"Not again...! @woodyinho  Get well soon my friend!!!!",11:56 - 3. Mar. 2015,6.498,5.857
572842728880545792,"#halfface @David_Alaba - haha are you kidding me??  pic.twitter.com/Z9yrKYEMPk",11:35 - 3. Mar. 2015,599,1.877
572780288239128576,"Sunshine Training...! @FCBayern pic.twitter.com/26Zoy8eDX8",07:27 - 3. Mar. 2015,591,1.747
572512405370118145,"@katyperry in Munich  great performance!! pic.twitter.com/KJ182iONTG",13:42 - 2. Mar. 2015,686,1.264
571307412969394177,"Matchday - @FCBayern #FCBFCK Come on!!!! #MiaSanMia #PartOfGoetze pic.twitter.com/lHs4Dc3bMW",05:54 - 27. Feb. 2015,503,1.526
570679599614595073,"Yes :-)) @FCBayern: .@Thiago6 mit seinem 'besten Freund'  Mehr: http://fcb.de/ThiagoAmBall  #MiaSanMia pic.twitter.com/lcIEfIhq6z",12:19 - 25. Feb. 2015,420,1.289
570253880203866112,"As a young player you have to take on every chance you get!! Apply for #nikemostwanted now: http://go.nike.com/NMW15PRO  pic.twitter.com/GhWY8LXlNS",08:08 - 24. Feb. 2015,400,1.379
570208327088668672,"Treatment after training with Stephan, Gerry, Helmut @FCBayern @R13_official @Javi8martinez @lewy_official  pic.twitter.com/ox4b3Psbo1",05:07 - 24. Feb. 2015,800,2.318
569792689593585664,"New week! #musicmonday @NICKIMINAJ Grand Piano! #PartOfGoetze What is your song for today? pic.twitter.com/5LtD1lE7Fg",01:35 - 23. Feb. 2015,338,1.083
569215040873754624,"Great performance today #SCPFCB Congrats #teamfcb  pic.twitter.com/ZVAKj7eXLc",11:20 - 21. Feb. 2015,575,1.930
569071699817316352,"Today @bundesliga_de Matchday! We want three points!! What is your tip? #SCPFCB - @ekachunga15  #MiaSanMia pic.twitter.com/vr2LAnWlzK",01:50 - 21. Feb. 2015,437,1.377
568868341919703040,"Watching #VFBBVB and later @Suits_USA - Tomorrow #SCPFCB #focus - Have a nice evening! pic.twitter.com/wWDXYGtwzO",12:22 - 20. Feb. 2015,433,1.503
568805298636513281,"Takeoff to Paderborn!  @FCBayern #SCPFCB looking forward to the game tomorrow and meet my old buddy @ekachunga15  pic.twitter.com/H2mFbuINFJ",08:12 - 20. Feb. 2015,613,2.043
568725710132649984,"Happy Birthday @rihanna - still remember the party in Rio?  Stay Healthy! All the best! pic.twitter.com/CpLemKr8T3",02:55 - 20. Feb. 2015,5.812,7.442
568682555148521472,"Thanks to all my Fans from China! Happy Chinese New Year! 谢谢我所有中国的粉丝！祝你们和你们全家拥有一个幸福的新年。你们的马里奥. http://www.weibo.com/goetzemario  pic.twitter.com/5LbXcBpnR9",00:04 - 20. Feb. 2015,544,1.751
568446104142004224,"Enjoying my day off in Munich!! #relax #sun  but of course not in the Hofbräuhaus  #PartOfGoetze pic.twitter.com/Es16QGfIOR",08:24 - 19. Feb. 2015,906,2.678
568134391865745408,"Now watching @ChampionsLeague on the couch #FCBFCP #S04RMA - what are your predictions?",11:46 - 18. Feb. 2015,319,1.121
568030229836513280,"Not an easy game yesterday but we stay positive for the home match in 3 weeks. #FCSDFCB #StayFocused #PartOfGoetze pic.twitter.com/Fa7KxqSWXo",04:52 - 18. Feb. 2015,477,1.541
567652223199772672,"#Matchday @ChampionsLeague #FCSDFCB  #packmas pic.twitter.com/naPF7hCBYZ",03:50 - 17. Feb. 2015,664,1.576
567598782054141952,"Happy belated Birthday Abel! @theweeknd - all the best! XO",00:17 - 17. Feb. 2015,385,1.128
566518604225871874,"#Matchday @bundesliga_de #FCBHSV #packmas #PartOfGoetze pic.twitter.com/gIlqTsfUxv",00:45 - 14. Feb. 2015,422,1.429
566216251673182208,"Last training before #FCBHSV @FCBayern @JB17Official @lewy_official #PartOfGoetze pic.twitter.com/jKLoXVryAn",04:44 - 13. Feb. 2015,432,1.378
565919926498906112,"Wanna win one of my signed shirts? Then check out @officialpes  pic.twitter.com/vRQvv8f2lH",09:06 - 12. Feb. 2015,369,1.088
565866165759913985,"Wellness!!! #PartOfGoetze pic.twitter.com/13jjFjCii5",05:33 - 12. Feb. 2015,744,2.345
565478538170859520,"Good luck my friend. Looking forward to your comeback @Thiago6 @FCBayern #Strength #PartOfGoetze pic.twitter.com/STyTrVKIY2",03:52 - 11. Feb. 2015,780,2.212
565429766959136768,"Met up with @nikefootball app user Alessandro to talk football with @JB17Official. Full story:http://go.nike.com/NF_App_DE  pic.twitter.com/J3Pop1DPkH",00:38 - 11. Feb. 2015,279,1.054
565258403975819265,"Great Musicians...! #Grammys2015 @Pharrell @rihanna @kanyewest @chrisbrown @justinbieber @Tyga @BigSean @JLo #jay-z pic.twitter.com/i7kUnZLnis",13:18 - 10. Feb. 2015,675,1.407
565193050528698368,"Today's Training @FCBayern #PartOfGoetze pic.twitter.com/9wLFL8oFCn",08:58 - 10. Feb. 2015,520,1.833
564501980077645824,"#snowday  Have a relaxed Sunday evening...! #PartOfGoetze pic.twitter.com/pjwkARfyUu",11:12 - 8. Feb. 2015,625,2.344
564155733227606018,"Danke liebe Fans zur Wahl zum Tor des Jahres 2014! Ein unvergesslicher Moment! Danke - Thank you! @DFB_Team pic.twitter.com/8S6LLVfHlt",12:16 - 7. Feb. 2015,1.065,3.080
564110790899560448,"#Auswärtssieg @FCBayern - #VFBFCB !!! On the way back to Munich. Have a great weekend. #PartOfGoetze",09:17 - 7. Feb. 2015,332,1.235
563990771310026752,"Matchday #VFBFCB @FCBayern @bundesliga_de #PartOfGoetze  pic.twitter.com/Uo6N20b8nd",01:20 - 7. Feb. 2015,527,1.590
563036572921368576,"R.I.P. Udo #Lattek!!!",10:09 - 4. Feb. 2015,444,1.440
562543148812234752,"Matchday! @FCBayern #AllianzArena #FCBS04 #packmas pic.twitter.com/KyduATHWwr",01:28 - 3. Feb. 2015,465,1.362
562312696973238274,"@FCBayern training today....! pic.twitter.com/dd8gCbg7lt",10:12 - 2. Feb. 2015,948,2.725
561997121357090818,"Sports Day on TV. @AustralianOpen, now #FCBVIL and later #nfl @SuperBowl #PartOfGoetze pic.twitter.com/67fKteZa3B",13:18 - 1. Feb. 2015,578,1.739
561865788886630400,"Congrats!!! @DjokerNole @AustralianOpen: Novak #Djokovic wins a fifth Australian Open championship #ausopen http://snpy.tv/168bEQ2 ”",04:36 - 1. Feb. 2015,517,1.116
561864214286188546,"Sunday morning training! @FCBayern #PartOfGoetze - I wish you a relaxed sunday. pic.twitter.com/NfMi3Tn6lN",04:30 - 1. Feb. 2015,487,1.588
561524461577711618,"Lasst euch die Chance nicht nehmen! Auf gehts! @DHB_Teams: Ja!!! 11:9 - und wieder @uwegensheimer  #GERSLO #aufgehtsDHB #DHB",06:00 - 31. Jan. 2015,155,868
561128857781403648,"Hey @Abdi_Isco23 du spielst überall mit der @NikeFootball App. Ich hab was für dich, damit du nie damit aufhörst ;-) pic.twitter.com/RjZeiHieWy",03:48 - 30. Jan. 2015,342,1.311
561093460602912768,"Start of season 2nd leg today!  #MatchDay #WOBFCB Come on Fans! Come  on @FCBayern. #packmas #PartOfGoetze",01:28 - 30. Jan. 2015,337,1.002
560833272092307456,"On the way to #Wolfsburg #WOBFCB @FCBayern @PReina25 #PartOfGoetze pic.twitter.com/9HQKZgJ9wd",08:14 - 29. Jan. 2015,720,2.168
560487065524400128,"Sehr schade Jungs! @DHB_Teams - ihr habt großartig gekämpft! Es sollte nicht sein, aber ihr könnt stolz auf euch sein. #handball",09:18 - 28. Jan. 2015,258,1.197
560398490774556672,"Yesterday #snow #training @FCBayern - today sunshine and snow in #Munich  pic.twitter.com/4dJhGNgXYt",03:26 - 28. Jan. 2015,797,2.069
560109954062094336,"#wintertraining again! Snowy #Munich! @FCBayern #PartOfGoetze  pic.twitter.com/A8d6glkBJq",08:19 - 27. Jan. 2015,523,1.675
559999100851326976,"Good Morning! 3 days till #WOBFCB @FCBayern #PartOfGoetze",00:59 - 27. Jan. 2015,281,937
559759737450143744,"Super @DHB_Teams @SkySportNewsHD: Schlusspfiff - Die deutsche Mannschaft steht im Viertelfinale! #skyhandball http://twitter.com/SkySportNewsHD/status/559759349971963904/photo/1pic.twitter.com/Kn2BC1x6Ks ",09:08 - 26. Jan. 2015,206,1.028
559757131835260928,"Come on @DHB_Teams - weiter dran bleiben, dann sollte da doch nichts mehr anbrennen...!!! #GEREGY #aufgehtsDHB #HandballWM",08:57 - 26. Jan. 2015,173,895
559735756336693248,"Das packt ihr! Volle Kraft voraus ;-)) @DHB_Teams: Einschwören auf ERFOLG!!! #GEREGY #aufgehtsDHB #DHB pic.twitter.com/AH41pzu4P2",07:32 - 26. Jan. 2015,255,1.203
559640853585879040,"#wintertraining in #Munich all focus and concentration on Friday. Start of @bundesliga_de again #WOBFCB. I wish all of you a great week!!!",01:15 - 26. Jan. 2015,228,856
559347346056937473,"Slalom, great atmosphere in #Kitzbühel. Congrats to all skiers....! Glückwunsch zum Podestplatz Felix #Neureuther! pic.twitter.com/dFrpVw71as",05:49 - 25. Jan. 2015,288,1.340
559316805681160192,"Driving Experience @Audi in #Kitzbühel pic.twitter.com/ZjbclqW3Gk",03:48 - 25. Jan. 2015,550,1.942
559298824687345665,"Met @elliegoulding in #Kitzbuehel yesterday! Great show! #PartOfGoetze pic.twitter.com/1OgqQY5zh3",02:36 - 25. Jan. 2015,1.672,4.910
559031586751270913,"Fanclubbesuch heute! #fans  #danke @FCBayern #PartOfGoetze pic.twitter.com/OZfiHp97dz",08:54 - 24. Jan. 2015,745,2.069
559030320574779393,"Endlich mal kein Herzkasper “@DHB_Teams: Halbzeit in Doha: 8:18 - ein Spiel ohne Stress #KSAGER #aufgehtsDHB #DHB”",08:49 - 24. Jan. 2015,191,977
558546087515275264,"Happy Birthday Arjen #Robben!All the best for you!!! @FCBayern #Birthday pic.twitter.com/KkVJlCrjR8",00:45 - 23. Jan. 2015,1.064,2.009
558535734639198209,"Good Morning - cold winter morning in #Munich! Today we have a test match vs. @VfLBochum1848eV @FCBayern #PartOfGoetze",00:04 - 23. Jan. 2015,238,870
558321669476208641,"Tip Top! @DHB_Teams #Gruppensieger #HandballWM - Glückwunsch! Immer weiter!",09:53 - 22. Jan. 2015,219,1.077
558307461506281473,"Das schaffen die Jungs auch ohne mich ;-)) RT @DKBHBL: vielleicht doch mal @MarioGoetze gegen #ARG bringen @DHB_Teams #GERARG #aufgehtsDHB",08:57 - 22. Jan. 2015,231,1.063
558272754198544384,"Best Sports Game of the Year! IGN Award - Congratulation!!! @officialpes #PES2015 - Great Job!!! pic.twitter.com/VMf1gHzuLo",06:39 - 22. Jan. 2015,467,1.251
558269904659709953,"Viel Erfolg!!!!! RT @mimikraus1983: Abfahrt zum 4.Gruppenspiel! Auf geht's @dhb_teams #2015#handball#liveitwinit http://instagram.com/p/yKI9TGHYgA/ ",06:28 - 22. Jan. 2015,150,740
558235124870176769,"#Training @FCBayern #PartOfGoetze pic.twitter.com/RRj7dMY2RS",04:09 - 22. Jan. 2015,540,1.590
558184893986140160,"Good Morning everyone! I´m on my way to the training, what are you doing? @FCBayern #PartOfGoetze",00:50 - 22. Jan. 2015,265,966
558005823033835520,"The King ;-) @theweeknd: „Earned It“ Music Video ft. Dakota Johnson || http://vevo.ly/yBJhuP ",12:58 - 21. Jan. 2015,230,806
557933099980697601,"#training #fun #focus #PartOfGoetze @FCBayern pic.twitter.com/i2prDKWQI9",08:09 - 21. Jan. 2015,590,1.670
557622008209768448,"Wow!!! Sauber, das war so spanned! @DHB_Teams: Unser TEAM!!! #DENGER #aufgehtsDHB #DHB pic.twitter.com/wW7tCtjNID",11:33 - 20. Jan. 2015,254,1.262
557618870715162624,"Spannung pur! #HandballWM @DHB_Teams #DENGER -",11:21 - 20. Jan. 2015,212,1.066
557182678743941120,"Sorry! Now better quality!#Kopfballtraining pic.twitter.com/LojNEBv8ZI",06:27 - 19. Jan. 2015,459,1.540
557177480814297088,"Great Pic ;-)#Kopfballtraining! #headertraining#PartOfGoetze pic.twitter.com/kvij7dEKOh",06:07 - 19. Jan. 2015,241,1.018
556921172869525504,"@DHB_Teams Glückwunsch! Weiter so! #HandballWM #GERRUS",13:08 - 18. Jan. 2015,51,225
556881474021244928,"Back in #Germany! Have a nice evening...!#PartOfGoetze",10:31 - 18. Jan. 2015,468,1.742
556147212066250752,"Glückwunsch!!!! @DHB_Teams: YES!!! #POLGER #aufgehtsDHB #DHB pic.twitter.com/Ur1JeRwR8q",09:53 - 16. Jan. 2015,293,1.317
556141797614051328,"Come On! #HandballWM pic.twitter.com/98uPyWwrkV",09:31 - 16. Jan. 2015,410,1.500
556102624668569601,"2 weeks till the start of the season 2nd leg vs. @VfL_Wolfsburg Looking forward to get back on the pitch! @FCBayern pic.twitter.com/hFTvAbX0Z3",06:56 - 16. Jan. 2015,413,1.261
556079676909957120,"Good Luck in Down Under! RT @RafaelNadal: Good practice session with sun!! http://bit.ly/17P4i5E ",05:25 - 16. Jan. 2015,232,816
556056530752405504,";-) RT @_my_view_: Get the official app of @MarioGoetze Andr.: https://play.google.com/store/apps/details?id=com.mario_goetze.www …iOs: https://itunes.apple.com/us/app/mario-gotze/id863189631?l=de&ls=1&mt=8 … pic.twitter.com/sXrc4CXFO3",03:53 - 16. Jan. 2015,203,726
556053922096640000,"Kepp on working - every day!#trainhard # PartOfGoetze @FCBayern pic.twitter.com/rve9S3XuW5",03:42 - 16. Jan. 2015,542,1.576
555739341272928256,"Wir bereiten uns auf die Rückrunde vor und Ihr könnt Tickets gewinnen! Schaut mal rein!@officialpes #PES2015
http://bit.ly/1yjKTlW ",06:52 - 15. Jan. 2015,134,620
555734758484082689,"#training #focus #PartOfGoetze pic.twitter.com/DFNaLhJm6y",06:34 - 15. Jan. 2015,630,1.735
555649866106667008,"Always great to train with Arjen #Robben!@FCBayern #trainhard #PartOfGoetze pic.twitter.com/Os3cCXc4Qa",00:57 - 15. Jan. 2015,841,2.109
555340814327771136,"#doha #relax afternoon is free!! #PartOfGoetze pic.twitter.com/F7OXlorrGy",04:29 - 14. Jan. 2015,474,1.910
554928384535707649,"What happened 6 months ago?Do you remember where you´ve been on this date?#workinghard #PartOfGoetze @DFB_Team pic.twitter.com/MzVmYMEH0Z",01:10 - 13. Jan. 2015,1.624,2.835
554719016187858944,"Watching #BallonDor2014 event. @Manuel_Neuer - Congrats / @Cristiano - Congratulations and Respect! pic.twitter.com/1ooCfTASmE",11:18 - 12. Jan. 2015,1.465,2.384
554609177835106304,"#NeuerForBallonDor @Manuel_Neuer you deserve it! pic.twitter.com/vuEgikoMYH",04:01 - 12. Jan. 2015,2.084,2.849
554596659418890240,"#Monday ;-) What are your plans for this week? We are preparing for the upcoming matches in 2015! #Doha #PartOfGoetze pic.twitter.com/wijIgfZZa0",03:12 - 12. Jan. 2015,403,1.308
554360589196476417,"Incredible! Great! Congratulation @rogerfederer RT @NikeTennis: It’s a milestone. Not a finish line. #Roger1000 pic.twitter.com/scF93dzmT4",11:33 - 11. Jan. 2015,472,1.370
553981970393604096,"RIP Junior #Malanda - sooo sad! My thoughts are with your family and friends...! pic.twitter.com/RnXM5f18Dg",10:29 - 10. Jan. 2015,4.376,4.545
553587241201967104,"Holiday is over, but thank you again for your amazing pictures!#holidaygoetze #PartOfGoetze pic.twitter.com/4vLAf5w5AG",08:20 - 9. Jan. 2015,437,1.532
553470171567120384,"Let´s go ;-)) @esmuellert_ @Badstuber @FCBayern pic.twitter.com/IkYefY9nBU",00:35 - 9. Jan. 2015,1.039,2.509
553469582833643521,"On the way to the training camp in Qatar- @Badstuber @FCBayern #PartOfGoetze pic.twitter.com/udTaXnKpZN",00:33 - 9. Jan. 2015,530,1.728
553177807371927552,"!!!!!! RT @FCBayern: #JeSuisCharlie pic.twitter.com/UOSpJ0AnVo",05:14 - 8. Jan. 2015,1.860,2.327
553118782282285059,"Yesterday´s first training @FCBayern - We have big goals for 2015, what are yours?#PartOfGoetze #2015 pic.twitter.com/hQYuXZBAuV",01:19 - 8. Jan. 2015,486,1.486
552489160045789187,"Thank you for your great #holidaygoetze pictures from all over the world and your support!!! #PartOfGoetze.#2015 pic.twitter.com/8w0Gt5gmuH",07:37 - 6. Jan. 2015,595,1.908
551802649713328129,"Happy Birthday @ToniKroos - Wish you all the best! pic.twitter.com/8LhBLlEKhl",10:09 - 4. Jan. 2015,1.965,3.708
550585999236292609,"Happy New Year 2015!!! Stay healthy. #PartOfGoetze",01:35 - 1. Jan. 2015,1.315,2.823
549509088821133313,"Send me your holiday pics with my pose…! mgoetze@sportstotal.com #holidaygoetze #PartOfGoetze pic.twitter.com/ibY7qLFLYE",02:15 - 29. Dec. 2014,807,2.366
